Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CCs	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
32A760LA	Transmission Part	Case	"""3.0L V6 L/U 2WD & 4WD, W/3 BOSSES `95+"""	"Dodge, Chrysler"															A670						Call for inventory	300
34A760	Transmission Part	Case	CASE- BOP BELL	GM															400						Call for inventory	75
34A760C4A	Transmission Part	Case	CASE- CHEVY- 4 BOLT COVER	GM															400						Call for inventory	1
34A760C6A	Transmission Part	Case	CASE- CHEVY- 6 BOLT COVER H	GM															400						Call for inventory	1
34A760CND	Transmission Part	Case	CASE- CHEVY- H/D - NO COVER H	GM															400						Call for inventory	1
34A760EA	Transmission Part	Case	CASE- 2 BAND RIBS NO BOSS	GM															4L80E						Call for inventory	185
34A760EAA	Transmission Part	Case	CASE- 3 BAND RIBS NO BOSS	GM															4L80E						Call for inventory	125
34A760EB	Transmission Part	Case	CASE- 2 NSS BOSSES 2FT LI	GM															4L80E						Call for inventory	150
34A760EC	Transmission Part	Case	CASE- 2 NSS +2 SHIFT 2FT LI	GM															4L80E						Call for inventory	200
34A760EE	Transmission Part	Case	CASE- MID COOLER LINE	GM															4L80E						Call for inventory	225
34A760EF	Transmission Part	Case	CASE- EXTRA BOLT ON BELL	GM															4L80E						Call for inventory	275
34A760G	Transmission Part	Case	CASE-	GM															425						Call for inventory	50
34A760T25	Transmission Part	Case	CASE- CHEVY EARLY-6 BOLT COVER	GM															400						Call for inventory	75
36A760BB	Transmission Part	Case	7.5L (460 CID) BIG BELL	Ford															C6						Call for inventory	100
36A760C	Transmission Part	Case	DIESEL	Ford															C6						Call for inventory	125
36A760CB	Transmission Part	Case	SMALL BLOCK (6 CYL.TO 400)	Ford															C6						Call for inventory	90
36A760DA	Transmission Part	Case	7.5L BIG BELL #F0TP	Ford															E4OD						Call for inventory	250
36A760DAP	Transmission Part	Case	BIG BELL- PTO #F0TP 7.5L	Ford															E4OD						Call for inventory	275
36A760EA	Transmission Part	Case	SMALL BELL #F0TP	Ford															E4OD						Call for inventory	150
36A760EC	Transmission Part	Case	SMALL BELL #F81P	Ford															4R100						Call for inventory	175
36A760ECP	Transmission Part	Case	SMALL BELL- PTO #F81P	Ford															4R100						Call for inventory	200
36A760GA	Transmission Part	Case	DIESEL 7.3L #F0TP	Ford															E4OD						Call for inventory	350
36A760GAP	Transmission Part	Case	DIESEL W/ PTO #F0TP 7.3L	Ford															E4OD						Call for inventory	400
36A760GB	Transmission Part	Case	DIESEL 7.3L #E9TP O	Ford															E4OD						Call for inventory	325
36A760GC	Transmission Part	Case	DIESEL 2WD- F81P	Ford															4R100						Call for inventory	500
36A760GCA	Transmission Part	Case	DIESEL 4WD- F81P	Ford															4R100						Call for inventory	500
36A760GCAP	Transmission Part	Case	DIESEL W/ PTO #F81P 7.3L	Ford															4R100						Call for inventory	550
36A760GD	Transmission Part	Case	#F7UP	Ford															E4OD						Call for inventory	450
44A760C6A	Transmission Part	Case	350 *CASE-CHEVY-6BOLT COVER H/D `68+	"GM, Chevrolet"														3	350					600	Call for inventory	75
48A760A	Transmission Part	Case	4F27E*CASE-	Ford															4F27E	no notes available yet					Call for inventory	1
74A760E	Transmission Part	Case	AUX.LINE-6BOLT CVR.4X4`87	GM															700						Call for inventory	75
74A760G	Transmission Part	Case	SMALL.DUST COVER.BLTS.`92-95	GM															4L60E						Call for inventory	125
74A760GA	Transmission Part	Case	"""SMALL.DUST CVR.,W/SW."""	GM															4L60E						Call for inventory	230
74A760GB	Transmission Part	Case	2WD 4BT SW.& BRKT.BOSS`96	GM															4L60E						Call for inventory	75
74A760H	Transmission Part	Case	6 BOLT DUST COVER.`92-95	GM															4L60E						Call for inventory	125
74A760HA	Transmission Part	Case	"""6 BLT. CVR.,W/ SW.BOSS`96"""	GM															4L60E						Call for inventory	175
74A760HB	Transmission Part	Case	"""4WD 6BT.SW.&BRKT.BOSS,`96"""	GM															4L60E						Call for inventory	125
74A760HC	Transmission Part	Case	NO EARS (4 BOLT)`92-95	GM															4L60E						Call for inventory	100
74A760HD	Transmission Part	Case	NO EARS (4BT)W /SW.BO	GM															4L60E						Call for inventory	225
74A760HE	Transmission Part	Case	4.3L S10 SW.& BRKT.BOSSES	GM															4L60E						Call for inventory	75
74A760J	Transmission Part	Case	4/6 CYL(S-10)`92-95	GM															4L60E						Call for inventory	125
74A760JA	Transmission Part	Case	3.4L+S10 SW.BOSSES	GM															4L60E						Call for inventory	75
74A760JB	Transmission Part	Case	3.4L+S10 SW & BRKT.BOSSES	GM															4L60E						Call for inventory	75
74A760L	Transmission Part	Case	REMOV.BELL	GM															4L60E						Call for inventory	225
74A760M	Transmission Part	Case	REMOV.BELL IMPR.DRAINING	GM															4L60E						Call for inventory	225
76A760AB	Transmission Part	Case	# F2VP 3 BOLT STARTER `92-93	Ford															AODE	"""TOP 2 BELL BOLTS = 5-1/8"""""""					Call for inventory	100
76A760AC	Transmission Part	Case	# F4AP 3 BOLT STARTER `94-95	Ford															"4R70W, AODE"						Call for inventory	100
76A760AD	Transmission Part	Case	# F6AP 3 BOLT STARTER `96-98	Ford															4R70W						Call for inventory	150
76A760AE	Transmission Part	Case	# F7AP 3 BOLT STARTER `98+	Ford															4R70W						Call for inventory	125
76A760AF	Transmission Part	Case	# F75P `97+	Ford															4R70W						Call for inventory	125
76A760BD	Transmission Part	Case	# F4ZP 2 BOLT STARTER `94-96	Ford															"4R70W, AODE"						Call for inventory	100
76A760DA	Transmission Part	Case	# 3L3P NO MID SENSOR 04+	Ford															4R70W						Call for inventory	150
76A760DB	Transmission Part	Case	# 3L3P W/ MID SENSOR 04+	Ford															4R75W						Call for inventory	150
76A760E	Transmission Part	Case	# F7SP 2 BOLT STARTER `98+	Ford															4R70W						Call for inventory	125
92A760AA	Transmission Part	Case	"""2.0> 2.5L, NO BOSS & 2 SWITCH `91-95"""	"Dodge, Chrysler"															A604						Call for inventory	100
92A760AB	Transmission Part	Case	"""2.0> 2.5L, 3 BOSS & 2 SWITCH `91-95"""	"Dodge, Chrysler"															A604						Call for inventory	100
92A760AC	Transmission Part	Case	"""2.0> 2.5L, 3 BOSS & R/S HOLE `96+"""	"Dodge, Chrysler"															A604						Call for inventory	175
92A760C	Transmission Part	Case	"""3.3/ 3.8L, EARLY VERSION `89-90"""	"Dodge, Chrysler"															A604						Call for inventory	50
92A760CA	Transmission Part	Case	"""3.3/ 3.8L, NO BOSS & 2 SWITCH `91-95"""	"Dodge, Chrysler"															A604						Call for inventory	50
92A760CB	Transmission Part	Case	"""3.3/ 3.8L, 3 BOSS & 2 SWITCH `95."""	"Dodge, Chrysler"															A604						Call for inventory	50
92A760CC	Transmission Part	Case	"""3.3/ 3.8L, W/ 3 BS+1.375"""" R/ S HOLE `96-97"""	"Dodge, Chrysler"															A604						Call for inventory	350
92A760CD	Transmission Part	Case	"""3.3/ 3.8L, W/ 3 BS+1.312"""" R/ S HOLE `98+"""	"Dodge, Chrysler"															A604						Call for inventory	350
92A760EA	Transmission Part	Case	"""3.0L V6, NO BOSSES & 2 SWITCH `91-95"""	"Dodge, Chrysler"															A604	"""""""U BELL"""" IS """"CLOSED"""" ON TOP"""					Call for inventory	75
92A760EB	Transmission Part	Case	"""3.0L & 2.5L V6, W/ 3 BOSSES & 2 SWITCH `95."""	"Dodge, Chrysler"															A604						Call for inventory	200
92A760EC	Transmission Part	Case	"""3.0L & 2.5L V6, W/ 3 BOSSES & R/ S HOLE `96+"""	"Dodge, Chrysler"															A604						Call for inventory	200
106A630	Transmission Part	Center Support	SUPPORT-CENTER	Ford															FMX	no notes available yet					Call for inventory	20
34A630A	Transmission Part	Center Support	"""SUPPORT- CENTER, W/ STEEL PISTON"""	GM															400						Call for inventory	10
34A630AA	Transmission Part	Center Support	"""SUPPORT- CENTER, W/ ALUMINUM PISTON"""	GM															400						Call for inventory	10
34A630E	Transmission Part	Center Support	SUPPORT- CENTER	GM															4L80E						Call for inventory	38
34A630EB	Transmission Part	Center Support	SUPPORT- CENTER- W/ LUBE FEED	GM															4L80E						Call for inventory	52
36A630	Transmission Part	Center Support	EARLY 1'	Ford															E4OD						Call for inventory	20
36A630A	Transmission Part	Center Support	LATE 5/1	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A636BK	Transmission Part	Center Support	"E40D+)SUPPORT/HUB-5/16""HL&1/4""LIP `95+"	Ford														4	"E4OD, 4R100"					600	Call for inventory	15
74A631	Transmission Part	Center Support	SPRAG ASSY SMALL	GM															700						Call for inventory	16
74A631A	Transmission Part	Center Support	SPRAG ASSY-LONG	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	16
76A630	Transmission Part	Center Support	10:00 NOTCH `80+	Ford															"4R70W, AOD, AODE"						Call for inventory	12
76A630A	Transmission Part	Center Support	10:00 & 3:00 NOTCHES `04+	Ford															4R75W						Call for inventory	12
34A700T01	Transmission Part	Chain	CHAIN- DRIVE	GM															425						Call for inventory	14
86A700A	Transmission Part	Chain	"AXOD+ *CHAIN-43Lx 1"" WIDE `86+"	"Ford, Mercury"														4	"AXODE, AX4N"					600	Call for inventory	10
32A716A60	Transmission Part	Differentials	8 BOLT (TAB) W/ 60T RING GEAR `78-81	"Dodge, Chrysler"															"A404, A413, A470"	`78-87					Call for inventory	75
32A716A61	Transmission Part	Differentials	8 BOLT (TAB) W/ 61T RING GEAR `78-81	"Dodge, Chrysler"															"A404, A413, A470"	`78-87					Call for inventory	75
32A716B60	Transmission Part	Differentials	12 BOLT (22/ 22R) W/ 60T RING GEAR `87-98	"Dodge, Chrysler"															"A413, A670"	`87+					Call for inventory	50
32A716B61	Transmission Part	Differentials	12 BOLT (22/ 22R) W/ 61T RING GEAR `87-98	"Dodge, Chrysler"															"A413, A670"	`87+					Call for inventory	75
32A716BA60	Transmission Part	Differentials	12 BOLT (22/ 19R) W/ 60T RING GEAR `87-98	"Dodge, Chrysler"															"A413, A670"	`87+					Call for inventory	60
32A716BA61	Transmission Part	Differentials	12 BOLT (22/ 19R) W/ 61T RING GEAR `87-98	"Dodge, Chrysler"															"A413, A670"	`87+					Call for inventory	75
32A716V1	Transmission Part	Differentials	8 BOLT W/ 60T `78-81	"Dodge, Chrysler"															"A404, A413, A470"	`78-87					Call for inventory	75
32A716V2	Transmission Part	Differentials	12 BOLT W/ 60T `87-98	"Dodge, Chrysler"															"A413, A670"	`87+					Call for inventory	75
84A598AA	Transmission Part	Differentials	RING GR-F.D.70T #386 `83-92	GM															440						Call for inventory	19
84A598BA	Transmission Part	Differentials	RING GR-F.D.70T-R LOWFED #456 `91-95	GM															4T60E						Call for inventory	18
84A598BB	Transmission Part	Differentials	RING GR-F.D.78T-R LOWFED #456 `93-95	GM															4T60E						Call for inventory	22
84A598BBL	Transmission Part	Differentials	RING GR-F.D.78T-L LOWFED #456 `93-95	GM															4T60E						Call for inventory	22
84A598CA	Transmission Part	Differentials	RING GR-F.D.70T-R MIDFED`96+	GM															"4T60, 4T60E, 4T65E"						Call for inventory	1
84A598CB	Transmission Part	Differentials	RING GR-F.D.78T-R MIDFED #292 `96+	GM															"4T60, 4T60E, 4T65E"						Call for inventory	25
84A598CBL	Transmission Part	Differentials	RING GR-F.D.78T-L MIDFED #292 `96+	GM															"4T60, 4T60E, 4T65E"						Call for inventory	22
92A716	Transmission Part	Differentials	DIFFERENTIAL HOUSING- FWD- 22 X 22 ROLLER `89+	"Dodge, Chrysler"															A604						Call for inventory	50
92A716A	Transmission Part	Differentials	DIFFERENTIAL HOUSING- FWD- 22 X 19 ROLLER `95+	Buick	V6	3.8L	3800														1995	2000	Cast	1305	Call for Inventory	45
92A716AK59	Transmission Part	Differentials	DIFFERENTIAL W/ RING- 19 ROLLER X 59T `95+	"Dodge, Chrysler"															A604						Call for inventory	65
92A716AK60	Transmission Part	Differentials	DIFFERENTIAL W/ RING- 19 ROLLER X 60T `95+	"Dodge, Chrysler"															A604						Call for inventory	60
92A716BK60	Transmission Part	Differentials	DIFFERENTIAL W/ RING- AWD 25 X 22 X 60T `89+	"Dodge, Chrysler"															A604						Call for inventory	40
92A716D	Transmission Part	Differentials	"""DIFFERENTIAL HOUSING- 3/4"""" PIN W/ FLATS `98-99"""	"Dodge, Chrysler"															A604						Call for inventory	40
92A716EK56	Transmission Part	Differentials	DIFFERENTIAL W/ RING- CLOSED 22 X 19 X 56T `89+	"Dodge, Chrysler"															A604						Call for inventory	30
92A716EK59	Transmission Part	Differentials	DIFFERENTIAL W/ RING- CLOSED 22 X 19 X 59T `89+	"Dodge, Chrysler"															A604						Call for inventory	25
92A716FK60	Transmission Part	Differentials	DIFFERENTIAL W/ RING- AWD 25 X 19 X 60T FLAT PIN `98+	"Dodge, Chrysler"															A604						Call for inventory	50
92A716K59	Transmission Part	Differentials	DIFFERENTIAL W/ RING- W/ RING- 22 ROLLER X 59T `89+	"Dodge, Chrysler"															A604						Call for inventory	55
92A716K60	Transmission Part	Differentials	DIFFERENTIAL W/ RING- W/ RING- 22 ROLLER X 60T `89+	"Dodge, Chrysler"															A604						Call for inventory	55
92A725	Transmission Part	Differentials	DIFFERENTIAL RETAINER- STEEL	"Dodge, Chrysler"															A604						Call for inventory	5
103A554T01	Transmission Part	Drum	DRUM- HIGH CLUTCH- 4CL.	GM															PGA						Call for inventory	22
103A554T02	Transmission Part	Drum	DRUM- HIGH CLUTCH- 5CL.	GM															PGA						Call for inventory	22
106A554	Transmission Part	Drum	DRUM-FORWARD	Ford															FMX	no notes available yet					Call for inventory	30
12A554AAK	Transmission Part	Drum	DRUM/SHAFT-3CL.1RING-LON	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	28
12A554ABK	Transmission Part	Drum	DRUM/SHAFT-4CL.1RING-LON	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	28
12A554BBK	Transmission Part	Drum	DRUM/SHAFT-FRWRD/INPUT-3	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554BCK	Transmission Part	Drum	DRUM/SHAFT-FRWRD/INPUT-4	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554CAK	Transmission Part	Drum	DRUM/SHAFT-4CL.W/3 TAB W	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554CK	Transmission Part	Drum	DRUM/SHAFT-4CL.2RING-LON	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554DK	Transmission Part	Drum	DRUM/SHAFT-INPUT-4CL.L/U	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554EK	Transmission Part	Drum	DRUM/SHAFT-INPUT-4CL.L/U	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	26
12A554FAK	Transmission Part	Drum	DRUM/SHAFT-4CL.1RING-27S	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554FK	Transmission Part	Drum	DRUM/SHAFT-3CL.1RING-27S	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554GK	Transmission Part	Drum	DRUM/SHAFT-3CL.2RING-27S	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554HAK	Transmission Part	Drum	DRUM/SHAFT-4CL.2RING-23S	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554HK	Transmission Part	Drum	DRUM/SHAFT-4CL.1RING-23S	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
12A554JK	Transmission Part	Drum	DRUM/SHAFT-3CL.L/U 22 SP	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	28
22A555B	Transmission Part	Drum	727+ *DRUM-FRONT/HI CL-4PK.WIDE BU`71	"Chrysler, Dodge"														4	"727, TF8, A518"					600	Call for inventory	25
32A555	Transmission Part	Drum	DIRECT- 2 CLUTCH- NO CHECK.BALL `78-81	"Dodge, Chrysler"															"A404, A413, A470, A670"						Call for inventory	14
32A555A	Transmission Part	Drum	"""DIRECT- 3 CLUTCH- .44"""" TO SNAP RING `81-86"""	"Dodge, Chrysler"															"A404, A413, A470, A670"						Call for inventory	14
34A555	Transmission Part	Drum	DRUM- DIRECT- NO CHECK BALL	GM															400						Call for inventory	26
34A555A	Transmission Part	Drum	DRUM- DIRECT W/ CHECK BALL	GM															400						Call for inventory	26
34A555E	Transmission Part	Drum	DRUM- DIRECT W/ ALUMINUM P	GM															4L80E						Call for inventory	50
34A555F	Transmission Part	Drum	DRUM- DIRECT W/ STEEL PIST	GM															4L80E						Call for inventory	50
34A555T02	Transmission Part	Drum	DRUM- DIRECT CLUTCH	GM															425						Call for inventory	22
36A545	Transmission Part	Drum	ALUMINUM	Ford															"4R100, E4OD, E4OD+"						Call for inventory	28
36A545A	Transmission Part	Drum	MOLDED	Ford															"4R100, E4OD, E4OD+"						Call for inventory	28
36A554C	Transmission Part	Drum	"""5 CLUTCH X .25"""" X 3 PC. BRNG `66-76"""	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	35
36A554CA	Transmission Part	Drum	"""5 CLUTCH X .25"""" W/"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	35
36A554D	Transmission Part	Drum	"""4 CLUTCH X .4"""" X 1 PC."""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	26
36A554DA	Transmission Part	Drum	"""4 CLUTCH X .18"""" X 1 PC."""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	26
36A554DB	Transmission Part	Drum	"""4 CLUTCH .18"""" W/"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	26
36A554E	Transmission Part	Drum	"""4 CLUTCH X .40"""" X 3 PC."""	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	22
36A554EA	Transmission Part	Drum	"""3 CLUTCH X .54"""" X 3 PC."""	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	22
36A554EB	Transmission Part	Drum	"""3 CLUTCH X .54"""" X 1 PC."""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	26
36A554G	Transmission Part	Drum	"""5 CLUTCH X .18"""" X 1 PC."""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	35
36A554H	Transmission Part	Drum	4 CLUTCH	Ford															"4R100, E4OD, E4OD+"						Call for inventory	30
36A554J	Transmission Part	Drum	3 CLUTCH	Ford															"4R100, E4OD, E4OD+"						Call for inventory	30
36A554K	Transmission Part	Drum	4 CLUTCH- SHORT SPLINE	Ford															"4R100, E4OD, E4OD+"						Call for inventory	30
36A555	Transmission Part	Drum	4 CLUTCH `66-96	Ford															"C6, E4OD+"						Call for inventory	28
36A555A	Transmission Part	Drum	3 CLUTCH `66-96	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	25
36A555B	Transmission Part	Drum	3 CLUTCH- 2 FEED HOLES `89-95	Ford															"4R100, E4OD, E4OD+"						Call for inventory	25
