Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CID	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
84A570A	Transmission Part	Hub	4T60E*HUB-4TH CL.-W/BRNG W/OUT SLEEVE	GM															"4T60E, 4T65E"					600	Call for inventory	20
84A570B	Transmission Part	Hub	4T60E*HUB-4TH CL.-W SLEEVE NO BEARING	GM															"4T65E, 4T60E"					600	Call for inventory	20
84A570BB	Transmission Part	Hub	4T60E*HUB- SERRATED.W/SLEEVE W/O BEARING	GM															"4T60E, 4T65E"	SERRATED			STEEL	600	Call for inventory	22
84A570C	Transmission Part	Hub	4T65E*HUB-4TH CL.-(32T FRICTIONS) `97+	GM															"4T65E, 4T60E"					600	Call for inventory	22
84A570CN	Transmission Part	Hub	4TH CLUTCH HUB HARD SPLINES `97+	GM															4T65					600	Call for inventory	38
84A582	Transmission Part	Planetary	PLANET-FRONT/INPUT-LONG `83-85	GM															440					600	Call for inventory	18
84A582A	Transmission Part	Planetary	PLANET-FRONT/INPUT SHORT BUSHING `85-93	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	4
84A582B	Transmission Part	Planetary	PLANET-FRONT 24LUG & NO STEP `93+	GM															4T60E					600	Call for inventory	6
84A582G	Transmission Part	Planetary	PLANET-FRONT 12LUGS `97+	GM															4T65E					600	Call for inventory	45
84A582KG3	Transmission Part	Planetary	4T65E*PLAN./SUN/4TH CL.HUB-NEW	GM																no notes available yet				600	Call for inventory	89
84A584A	Transmission Part	Planetary	"PLANET-R,BACK SPL.STRAIGHT `83+"	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	5
84A584AR																								600		
84A584B	Transmission Part	Planetary	"4PLANET-R,BACK SPLINE CHAMFER `97+"	GM															4T65E					600	Call for inventory	1
84A598AA	Transmission Part	Differentials	RING GR-F.D.70T #386 `83-92	GM															440					600	Call for inventory	19
84A598BA	Transmission Part	Differentials	RING GR-F.D.70T-R LOWFED #456 `91-95	GM															4T60E					600	Call for inventory	18
84A598BB	Transmission Part	Differentials	RING GR-F.D.78T-R LOWFED #456 `93-95	GM															4T60E					600	Call for inventory	22
84A598BBL	Transmission Part	Differentials	RING GR-F.D.78T-L LOWFED #456 `93-95	GM															4T60E					600	Call for inventory	22
84A598CA	Transmission Part	Differentials	RING GR-F.D.70T-R MIDFED`96+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	1
84A598CB	Transmission Part	Differentials	RING GR-F.D.78T-R MIDFED #292 `96+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	25
84A598CBL	Transmission Part	Differentials	RING GR-F.D.78T-L MIDFED #292 `96+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	22
84A612	Transmission Part	Sungear	SUN GEAR/HUB-FRONT/SPRAG`83-92	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	10
84A612A	Transmission Part	Sungear	SUN GR/HUB-FRONT/SPRAG 2 FLAT `93+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	15
84A618	Transmission Part	Sungear	SUN GEAR-F.D.-38T(16P)2.65'' `83-92	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618A	Transmission Part	Sungear	SUN GEAR-F.D. 34T(18P)2.38'' `83	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618AA	Transmission Part	Sungear	"SUN GEAR-F.D. 34TL2.17""""(22P) `93+"	GM															4T60E					600	Call for inventory	12
84A618B	Transmission Part	Sungear	SUN GEAR-F.D.-30T(20P)2.13'' `83+	GM															"440, 4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618C	Transmission Part	Sungear	SUN GEAR-F.D. 38T(16P)2.65 `91-95	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618CB	Transmission Part	Sungear	SUN GEAR-F.D. 42T(18P)2.86 `96+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618E	Transmission Part	Sungear	SUN GEAR-F.D. 42TL(18P)261'' `91-95	GM															4T60E					600	Call for inventory	12
84A618T05	Transmission Part	Sungear	SUN GEAR-F.D.-38T(20P)2.41'' `91-95	GM															"4T60, 4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A618T07	Transmission Part	Sungear	SUN GEAR-F.D. 38T(20P)2.41'' `96+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	12
84A624	Transmission Part	Sun Shell	SHELL-REVERSE REACTION	GM															"440, 4T60"					600	Call for inventory	8
84A624A	Transmission Part	Sun Shell	SHELL-REV.REACT-HARDENED	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	14
84A624AN	Transmission Part	Sun Shell	4T60+*SHELL-REV/REACT-HARDENED	GM																no notes available yet				600	Call for inventory	25
84A624B	Transmission Part	Sun Shell	"SHELL-REACTION 16 SLOT,25DEG `97+"	GM															4T65E					600	Call for inventory	14
84A624BA	Transmission Part	Sun Shell	"SHELL-REACTION 16 HOLE,10 DEG `97+"	GM															4T65E					600	Call for inventory	1
84A646	Transmission Part	Sprag	SPRAG-3RD ASY-WASHER TYPE `83-86	GM															440					600	Call for inventory	1
84A646A	Transmission Part	Sprag	SPRAG-3RD ASY-BEARING TYPE `87-93	GM															440					600	Call for inventory	1
84A646AK	Transmission Part	Sprag	1WAY CL.SET-INPUT&3RD SPRAGB `87-92	GM															440					600	Call for inventory	12
84A646BK	Transmission Part	Sprag	1WAY CL.ASY-3RD&INPUT SPRAG B `93+	GM															"4T60, 4T60E, 4T65E"					600	Call for inventory	8
84A646CK																								600		
84A646K	Transmission Part	Sprag	1WAY CL.SET-INPUT&3RD SPRAG GW `83-86	GM															440					600	Call for inventory	12
84A648	Transmission Part	Sprag	SPRAG-INPUT ASY-W/SNAP RINGS `83-93	GM															440					600	Call for inventory	12
84A664			RACE/INNER-1>2-INSIDE `91-95	GM															4T60E					600	Call for inventory	12
84A671	Transmission Part	Shaft	SHAFT-PUMP-W/SINGLE BRNG	GM															440					600	Call for inventory	12
84A671G	Transmission Part	Shaft	4T65E*SHAFT-PUMP-W/DBL.BRNG.SU	GM																				600	Call for inventory	16
84A673	Transmission Part	Shaft	440+ *SHAFT-TURBINE(INSIDE SPR	GM																				600	Call for inventory	12
84A673A	Transmission Part	Shaft	"4T60E*SHAFT-TURBINE-6"""""	GM																				600	Call for inventory	12
84A673G	Transmission Part	Shaft	"4T65E*SHAFT-TURBINE-6.2"""""	GM																				600	Call for inventory	12
84A674	Transmission Part	Shaft	440 *SHAFT-F.D.SUN GEAR-4 1/2	GM																				600	Call for inventory	12
84A674B	Transmission Part	Shaft	4T60+*SHAFT-F.D.SUN GEAR-6 1/4	GM																				600	Call for inventory	12
84A678A	Transmission Part	Shaft	440 *SHAFT-OUTPUT > AXLE- EAR	GM																				600	Call for inventory	14
84A678B	Transmission Part	Shaft	"440 *SHAFT-OUTPUT > AXLE-18"""""	GM																				600	Call for inventory	14
84A678BA	Transmission Part	Shaft	440 *SHAFT-OUTPUT > AXLE-19 1	GM																				600	Call for inventory	14
84A678C	Transmission Part	Shaft	4T60E*SHAFT-OUTPUT > AXLE-17 3	GM																				600	Call for inventory	14
84A678E	Transmission Part	Shaft	4T60E*SHAFT-OUTP.>AXLE-NO BEAR	GM																				600	Call for inventory	16
84A678G	Transmission Part	Shaft	4T60E*SHAFT-F.D.>AXLE-BRNG ON	GM																				600	Call for inventory	16
84A678H	Transmission Part	Shaft	4T65E*SHAFT-OUTPUT > AXLE 19 3	GM																				600	Call for inventory	35
84A678HA	Transmission Part	Shaft	4T65E*SHAFT-OUPUT > AXLE 19 7/	GM															FI					600	Call for inventory	1
84A690			440+ *PARK GEAR +4T60/65E'S	GM																				600	Call for inventory	10
84A700A	Transmission Part	Chain	"440+ *CHAIN-.805""""INSIDE +125'S"	GM																				600	Call for inventory	16
84A700B	Transmission Part	Chain	4T60+*CHAIN-RKR PIN(USE 4T40E)	GM																				600	Call for inventory	16
84A700G	Transmission Part	Chain	"4T65E*CHAINS(1 PAIR)0.425""""INSI"	GM																				600	Call for inventory	20
84A700L	Transmission Part	Chain	440 *CHAIN-FOR ALLANTE	GM																				600	Call for inventory	16
84A702B	Transmission Part	Chain	G4T60 )CHAIN SCOOP-WHITE FOR 3	GM																				600	Call for inventory	16
84A702C	Transmission Part	Chain	G4T65 )CHAIN SCOOP-WHITE FOR 3	GM																				600	Call for inventory	20
84A705A	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRV.-33T(.66""""WI"	GM																				600	Call for inventory	10
84A705B	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRV.-33T(.78""""WI"	GM																				600	Call for inventory	18
84A705C	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRV.-37T(.78""""WI"	GM																				600	Call for inventory	16
84A705D	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRV.-37T(.78""""WI"	GM																				600	Call for inventory	16
84A705E	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRV.-38T(.66""""WI"	GM																				600	Call for inventory	10
84A705F	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRV.-35T(.78""""WI"	GM																				600	Call for inventory	16
84A705FA	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRV.-35T(.78""""WI"	GM																				600	Call for inventory	16
84A705G	Transmission Part	Sprocket / Gear	4T65E*SPROCKET-DRIVE-35T DUAL `97+	GM														4	4T65E					600	Call for inventory	15
84A705GA	Transmission Part	Sprocket / Gear	4T65E*SPROCKET-DRIVE-33T DUAL	GM																				600	Call for inventory	16
84A705GB	Transmission Part	Sprocket / Gear	4T65E*SPROCKET-DRIVE-37T DUAL	GM																				600	Call for inventory	16
84A706B	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRVN.37T(4.18"""")"	GM																				600	Call for inventory	1
84A706C	Transmission Part	Sprocket / Gear	"440 *SPROCKET-DRVN.33T(3.75"""")"	GM																				600	Call for inventory	10
84A706CA	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRVN.33T(3.70"""")"	GM																				600	Call for inventory	1
84A706D	Transmission Part	Sprocket / Gear	440+ *SPROCKET-DRVN.32T	GM																				600	Call for inventory	1
84A706F	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRVN.35T(4.00"""")"	GM																				600	Call for inventory	10
84A706FA	Transmission Part	Sprocket / Gear	"4T60E*SPROCKET-DRVN.35T(3.94"""")"	GM																				600	Call for inventory	1
84A706G	Transmission Part	Sprocket / Gear	4T65 *SPROCKET-DRIVEN-35T DUAL	GM																				600	Call for inventory	16
84A706GA	Transmission Part	Sprocket / Gear	4T65 *SPROCKET-DRIVEN-37T DUAL	GM																				600	Call for inventory	16
84A706GB	Transmission Part	Sprocket / Gear	4T65 *SPROCKET-DRIVEN 33T DUAL	GM																				600	Call for inventory	16
84A706T36	Transmission Part	Sprocket / Gear	"440+ *SPROCKET-DRVN.37T(4.23"""")"	GM																				600	Call for inventory	10
84A713A	Transmission Part	Sprocket / Gear	440 *SUPPORT-DRIVEN SPROCKET	GM																				600	Call for inventory	10
84A713B	Transmission Part	Sprocket / Gear	4T60E*SUPPORT-DRVN.SPRKT-SLOT	GM																				600	Call for inventory	16
84A713C	Transmission Part	Sprocket / Gear	4T60E*SUPPORT-DRVN.SPRKT SLOT+	GM																				600	Call for inventory	16
84A713G	Transmission Part	Sprocket / Gear	"4T65E*SUPPORT-DRVN.3TAB,SLOT+1"	GM																				600	Call for inventory	22
84A713GA	Transmission Part	Sprocket / Gear	"4T65E*SUPPORT-DRVN.3TAB,SLOT+2"	GM																				600	Call for inventory	1
84A715A	Transmission Part	Differentials	"440 *F.D.ASY-38/16 W/.700""""PIN"	GM																				600	Call for inventory	40
84A715AA	Transmission Part	Differentials	"440 *F.D.ASY-38/16 W/.761""""PIN"	GM																				600	Call for inventory	40
84A715B	Transmission Part	Differentials	"440 *F.D.ASY-34/18 W/.700""""PIN"	GM																				600	Call for inventory	21
84A715BA	Transmission Part	Differentials	"440 *F.D.ASY-34/18 W/.761""""PIN"	GM																				600	Call for inventory	40
84A715C	Transmission Part	Differentials	"440 *F.D.ASY-30/20 W/.700""""PIN"	GM																				600	Call for inventory	15
84A715CA	Transmission Part	Differentials	"440 *F.D.ASY-30/20 W/.761""""PIN"	GM																				600	Call for inventory	40
84A715KA01	Transmission Part	Differentials	4T60E*F.D.ASY-30/20X30T REL.	GM																				600	Call for inventory	70
84A715KA11	Transmission Part	Differentials	4T60E*F.D.ASY-30/20X31T REL	GM																				600	Call for inventory	40
84A715KA91	Transmission Part	Differentials	4T60E*F.D.ASY-30/20X29T REL.	GM																				600	Call for inventory	40
84A715KB01	Transmission Part	Differentials	4T60E*F.D.ASY-34/18X30T REL.	GM																				600	Call for inventory	40
84A715KB11	Transmission Part	Differentials	4T60E*F.D.ASY-34/18X31T REL.	GM																				600	Call for inventory	40
84A715KB91	Transmission Part	Differentials	4T60E*F.D.ASY-34/18X29T REL.	GM																				600	Call for inventory	40
84A715KC01	Transmission Part	Differentials	4T60E*F.D.ASY-38/16X30T REL.	GM																				600	Call for inventory	40
84A715KD02	Transmission Part	Differentials	4T65E*F.D.ASY-34/22X30T REL.*S	GM																				600	Call for inventory	75
84A715KE01	Transmission Part	Differentials	4T65E*F.D.ASY-34/22X30T REL. R	GM															4T65E					600	Call for inventory	40
84A715KE91	Transmission Part	Differentials	4T60E*F.D.ASY-34/22X29T REL. L	GM																				600	Call for inventory	40
84A715KF01	Transmission Part	Differentials	4T65E*F.D.ASY-38/20X30T REL.	GM																				600	Call for inventory	40
84A715KG01	Transmission Part	Differentials	4T65E*F.D.ASY-42/18X30T REL.	GM															4T65E					600	Call for inventory	40
84A740	Transmission Part	Valve Body	G440 )VALVE BODY-SMALL CK BLS	GM																				600	Call for inventory	40
84A740A	Transmission Part	Valve Body	G440 )VALVE BODY-LRG.& SML.CK.	GM																				600	Call for inventory	40
84A740B	Transmission Part	Valve Body	"G4T60 )VALVE BODY-#735,764,&17"	GM																				600	Call for inventory	50
84A740BA	Transmission Part	Valve Body	G4T60 )VALVE BODY-#570	GM																				600	Call for inventory	50
84A740C	Transmission Part	Valve Body	G4T60 )VALVE BODY-#744	GM																				600	Call for inventory	50
84A740D	Transmission Part	Valve Body	"G4T65 )VALVE BODY-#241,"	GM															4T65					600	Call for inventory	55
84A740E	Transmission Part	Valve Body	4T65E*V/BODY-#466	GM															4T65					600	Call for inventory	1
84A740F	Transmission Part	Valve Body	4T65E*V/BODY-#892																"4T65, 4T65"					600		
84A740G	Transmission Part	Valve Body	4T65E*V/BODY- #892 3 PICES PUMP																4T65					600		
84A740H	Transmission Part	Valve Body	"4T65E*V/BODY-#848 ""VOLVO"	Volvo															4T65					600		
84A740T04	Transmission Part	Valve Body	G4T60 )VALVE BODY-#492	GM																				600	Call for inventory	55
84A755			440 *CHANNEL PLATE-VARIOUS	GM																				600	Call for inventory	1
84A755H			4T60E*CHANNEL PLATE-VARIOUS	GM																				600	Call for inventory	1
84A755N			4T65E*CHANNEL PLATE-VARIOUS	GM																				600	Call for inventory	1
84A760C	Transmission Part	Case	4T60E*CASE-FLAT TOP BELL	GM																				600	Call for inventory	1
84A760CB	Transmission Part	Case	4T60E*CASE-QUAD 4(ROUND TOP BE	GM																				600	Call for inventory	1
84A760D	Transmission Part	Case	4T65E*CASE-(NO MODULATOR)	GM																				600	Call for inventory	1
84A770	Transmission Part	Case	4T60E*TAIL HSNG-BUSH TYPE	GM																				600	Call for inventory	20
84A770D	Transmission Part	Case	4T60E*TAIL HSNG-BEARING TYPE	GM																				600	Call for inventory	20
84A927A			440 )ACC.PISTON DBL.SET-(1>2&	GM																				600	Call for inventory	1
84A927B			4T60+)PISTON-ACCUM.1>2 ONLY	GM																				600	Call for inventory	1
84A937			4T60+)PISTON SET-ACCUM.1>2&3>4	GM																				600	Call for inventory	1
84A985A			G440+)HSNG-3RD CLUTCH PISTON	GM																				600	Call for inventory	12
84A985T61			G440 )HSNG-3RD CLUTCH PISTON	GM																				600	Call for inventory	12
84S4T65E			4T65E*HARDS PARTS SET UP	GM																				600	Call for inventory	1
86A006EA			AXODE/AX4S 92-98 MASTER KIT	Ford																no notes available yet				600	Call for inventory	126
86A020T01			AXOD+ *BAND-O/D	Ford																no notes available yet				600	Call for inventory	12
86A020T11			AX4N *BAND-LOW/INTERMEDIATE/CO	Ford																no notes available yet				600	Call for inventory	12
86A026H			"AX4N *BAND-COAST- 1"""" WIDE"	Ford																no notes available yet				600	Call for inventory	12
86A026T11			AXOD+ *BAND-LOW/INTERMEDIATE	Ford																no notes available yet				600	Call for inventory	12
86A421			AXOD+ *SOLENOID-EPC	Ford																no notes available yet				600	Call for inventory	1
86A500E	Transmission Part	Pump	AXODE+*PUMP ASSY-W/O SEP.PLT.M	Ford																no notes available yet				600	Call for inventory	25
86A500H	Transmission Part	Pump	AX4N *PUMP	Ford																no notes available yet				600	Call for inventory	45
86A500HA	Transmission Part	Pump	AX4N *PUMP ASSY-CAST 94	Ford																no notes available yet				600	Call for inventory	47
86A500HK1	Transmission Part	Pump	FAX4N)94 PUMP+V/B PKG.W/SOLENO	Ford															FI	no notes available yet				600	Call for inventory	75
86A500T01	Transmission Part	Pump	FAXOD)PUMP ASSY.	Ford																no notes available yet				600	Call for inventory	35
86A500T02	Transmission Part	Pump	FAXOD)PUMP ASSY-	Ford																no notes available yet				600	Call for inventory	35
86A500T03	Transmission Part	Pump	FAXOD)PUMP ASSY.	Ford																no notes available yet				600	Call for inventory	35
86A500T04	Transmission Part	Pump	FAXOD)PUMP ASSY-	Ford																no notes available yet				600	Call for inventory	35
86A500T05	Transmission Part	Pump	FAX4N)PUMP ASSY-CAST 95	Ford																no notes available yet				600	Call for inventory	60
86A507C1			AX4N *PUMP COVER-F4DP--AA	Ford																no notes available yet				600	Call for inventory	20
86A529			AXOD+*SHAFT-STATOR SUPPORT 2.9	Ford																no notes available yet				600	Call for inventory	14
86A529A			"AX4N+*SUPPORT-STATOR 3.37""""OD"	Ford																no notes available yet				600	Call for inventory	20
86A534			AXOD+ *PUMP SLIDE	Ford																no notes available yet				600	Call for inventory	14
86A550	Transmission Part	Drum	AXOD+ *DRUM-O/D(FRONT BAND)6 L	Ford																no notes available yet				600	Call for inventory	18
86A550A	Transmission Part	Drum	AXODE+*DRUM-O/D BAND 36 LUG /	Ford																no notes available yet				600	Call for inventory	24
86A550H	Transmission Part	Drum	AX4N *DRUM-O/D FRONT BAND 36LU	Ford																no notes available yet				600	Call for inventory	24
86A552A	Transmission Part	Drum	"AXOD+*HSNG-DIR/INT.4 1/4"""",STEP"	Ford																no notes available yet				600	Call for inventory	18
86A552AR	Transmission Part	Shaft	AXOD+*DRUM-DIRECT-REMAN	Ford																no notes available yet				600	Call for inventory	1
86A552H	Transmission Part	Drum	AX4N *HSNG-DIR/INT.(/FLAT P.PL	Ford																no notes available yet				600	Call for inventory	18
86A552HA	Transmission Part	Drum	AX4N *HSNG-DIR/INT.(/STEP P.PL	Ford																no notes available yet				600	Call for inventory	1
86A554H	Transmission Part	Drum	AX4N *DRUM-FORWARD CLUTCH-4PK	Ford																no notes available yet				600	Call for inventory	18
86A554HA	Transmission Part	Drum	AX4N *DRUM-FORWARD CLUTCH-3CL	Ford																no notes available yet				600	Call for inventory	18
86A554T02	Transmission Part	Drum	AXOD+ *DRUM-FORWARD CLUTCH	Ford																no notes available yet				600	Call for inventory	18
86A556	Transmission Part	Drum	"AXOD+ *HSNG-REV.CL.PISTON-3/8"""""	Ford																no notes available yet				600	Call for inventory	14
86A556H	Transmission Part	Drum	"AX4N *HSNG-REV.CL.PIST.-7/16""""H"	Ford																no notes available yet				600	Call for inventory	16
86A559	Transmission Part	Drum	AXOD+*SUN/DRUM-LOW&INT(2GRV.BU	Ford																no notes available yet				600	Call for inventory	18
86A559A	Transmission Part	Drum	AXODE*SUN/DRUM-(3SLOT)(4GRV.BU	Ford																no notes available yet				600	Call for inventory	18
86A559B	Transmission Part	Drum	AXODE*SUN/DRUM-LOW&INT(4GRV.BU	Ford																no notes available yet				600	Call for inventory	18
86A559H	Transmission Part	Drum	AX4N *DRUM/SUN GEAR-CST.BND.W/	Ford																no notes available yet				600	Call for inventory	18
86A572			"FAXOD+)HUB-INT.CL.-OAH=1.58""""x."	Ford																no notes available yet				600	Call for inventory	12
86A572A			"FAXOD )HUB-INT.CL.-OAH=1.64""""x."	Ford																no notes available yet				600	Call for inventory	12
86A572B			"FAXODE+)HUB-INT.CL.-OAH=1.58""""x"	Ford																no notes available yet				600	Call for inventory	12
86A572T43			"FAX4N)HUB-INT.CLUTCH-1.1""""HUB A"	Ford																no notes available yet				600	Call for inventory	12
86A577T45			FAX4N)HUB/CAM-LOW/INT.&ROLLER	Ford																no notes available yet				600	Call for inventory	12
86A582	Transmission Part	Planetary	AXOD *PLANET-F.BSH.INSIDE/NO	Ford																no notes available yet				600	Call for inventory	18
86A582A	Transmission Part	Planetary	AXODE+*PLANET-F.BRNG.INSIDE-NO	Ford																no notes available yet				600	Call for inventory	24
86A582B	Transmission Part	Planetary	AXODE*PLANET-F.BRNG.INSIDE & O	Ford																no notes available yet				600	Call for inventory	24
86A582H	Transmission Part	Planetary	AX4N *PLANET-F.(BIG PINS)	Ford																no notes available yet				600	Call for inventory	24
86A582K2	Transmission Part	Planetary	AXOD+ *F&R PLAN.ASSY+SUN&REV.C	Ford																no notes available yet				600	Call for inventory	65
86A583K	Transmission Part	Planetary		Ford																no notes available yet				600	Call for inventory	40
86A583K1	Transmission Part	Planetary	AXOD *F&R PL.ASY+SUN&REV.CYL.	Ford																no notes available yet				600	Call for inventory	40
86A583K2	Transmission Part	Planetary	AXOD+ *F&R PLAN.ASSY+SUN&REV.C	Ford																no notes available yet				600	Call for inventory	65
86A583K3	Transmission Part	Planetary	AXODE*F&R PLAN.ASSY+SUN&REV.CY	Ford																no notes available yet				600	Call for inventory	50
86A583K4	Transmission Part	Planetary	"AX4N *F&R PLAN.ASSY,SUN&REV.CY"	Ford																no notes available yet				600	Call for inventory	65
86A584	Transmission Part	Planetary	AXOD+ *PLANET-REAR-SPLINES IN	Ford																no notes available yet				600	Call for inventory	16
86A584H	Transmission Part	Planetary	AX4N *PLANET-REAR-EXTERNAL SPL	Ford																no notes available yet				600	Call for inventory	18
86A594	Transmission Part	Ring Gear	AXOD+ *RING GEAR-REAR PLANET	Ford																no notes available yet				600	Call for inventory	12
86A598	Transmission Part	Ring Gear	AXOD+ *RING GEAR-F.D.ASSY-17 L	Ford																no notes available yet				600	Call for inventory	18
86A598H	Transmission Part	Ring Gear	AX4N *RING GEAR-F.D.-25 LUGS	Ford																no notes available yet				600	Call for inventory	25
86A598HA	Transmission Part	Ring Gear	AX4N *RING GEAR-F.D-32 LUG	Ford																no notes available yet				600	Call for inventory	1
86A618	Transmission Part	Sungear	"AXOD+ *SUN GEAR-F.D.-4.08""""X 2."	Ford																no notes available yet				600	Call for inventory	14
86A618H	Transmission Part	Sungear	"AX4N *SUN GEAR-F.D-5.34""""X 2.14"	Ford																no notes available yet				600	Call for inventory	20
86A618HA	Transmission Part	Sungear	"AX4N *SUN HEAR-F.D-5.34""""X2.16"""""	Ford																no notes available yet				600	Call for inventory	1
86A620	Transmission Part	Sun Shell	AXOD+ *SUN/SHELL-FRONT-2 BUSH	Ford																no notes available yet				600	Call for inventory	12
86A620AA	Transmission Part	Sun Shell	AXODE *SUN/SHELL-FRONT 1 BUSH	Ford																no notes available yet				600	Call for inventory	14
86A620B	Transmission Part	Sun Shell	AX4N+ *SUN/SHELL-FRONT-BEARING	Ford																no notes available yet				600	Call for inventory	14
86A656K1	Transmission Part	Sprag	FAXOD )RLLR CL.ASSY-DIR.OVERR.	Ford																no notes available yet				600	Call for inventory	10
86A656K2	Transmission Part	Sprag	FAX4N+)RLLR CL.ASSY-DIR.OVERR.	Ford																no notes available yet				600	Call for inventory	10
86A658T11	Transmission Part	Sprag	FAXOD+ )SPRAG-LOW/1 WAY CL.16	Ford																no notes available yet				600	Call for inventory	10
86A671	Transmission Part	Shaft	AXOD+ *SHAFT-PUMP	Ford																no notes available yet				600	Call for inventory	10
86A673	Transmission Part	Shaft	AXOD+ *SHAFT-TURB.23SPL.1 1/16	Ford																no notes available yet				600	Call for inventory	8
86A673B	Transmission Part	Shaft	AXODE+*SHAFT-TURB.25 SPLINE	Ford																no notes available yet				600	Call for inventory	8
86A678	Transmission Part	Shaft	"AXOD+ *SHAFT-OUTPUT-18"""""	Ford																no notes available yet				600	Call for inventory	12
86A678H	Transmission Part	Shaft	"AX4N *SHAFT-OUTPUT 19 1/4"""" x 3"	Ford																no notes available yet				600	Call for inventory	12
86A690			AXOD+ *PARK GEAR-STR.INNER SPL	Ford																no notes available yet				600	Call for inventory	10
86A690A			AX4N *GEAR-PARK-SPIRAL SPLINES	Ford																no notes available yet				600	Call for inventory	12
86A700	Transmission Part	Chain	"AXOD+ *CHAIN-43Lx 7/8"""" WIDE"	Ford																no notes available yet				600	Call for inventory	10
86A700A	Transmission Part	Chain	"AXOD+ *CHAIN-43Lx 1"" WIDE `86+"	"Ford, Mercury"														4	"AXODE, AX4N"					600	Call for inventory	10
86A700B	Transmission Part	Chain	"AX4N *CHAIN-43Lx7/8""""ROCKERPIN"	Ford																no notes available yet				600	Call for inventory	14
86A700H	Transmission Part	Chain	"AX4N *CHAIN-44Lx1 1/16""""WIDE"	Ford																no notes available yet				600	Call for inventory	14
86A705EA	Transmission Part	Sprocket / Gear	"AXOD+ *SPROCKET-DRV-37T X 5/8"""""	Ford																no notes available yet				600	Call for inventory	14
86A705T12	Transmission Part	Sprocket / Gear	"AXOD+ *SPROCKET-DRV-38T X 5/8"""""	Ford																no notes available yet				600	Call for inventory	18
86A705T13	Transmission Part	Sprocket / Gear	"AXOD+ *SPROCKET-DRV-38T X 3/4"""""	Ford																no notes available yet				600	Call for inventory	18
86A706BC	Transmission Part	Sprocket / Gear	AXODE+*SPROCKET-DRVN-34T NARRO	Ford																no notes available yet				600	Call for inventory	14
86A706CB	Transmission Part	Sprocket / Gear	AXOD *SPRCKT/SHFT-DRVN-35Tx13	Ford																no notes available yet				600	Call for inventory	14
86A706CC	Transmission Part	Sprocket / Gear	AXOD *SPRCKT/SHFT-DRIVN-35Tx1	Ford																no notes available yet				600	Call for inventory	14
86A706CD	Transmission Part	Sprocket / Gear	AXODE *SPRCKT/SHFT-DRVN-35Tw/	Ford																no notes available yet				600	Call for inventory	14
86A706DA	Transmission Part	Sprocket / Gear	AXOD+ *SPROCKET-DRVN-36T NAR.3	Ford																no notes available yet				600	Call for inventory	14
86A706DC	Transmission Part	Sprocket / Gear	AXOD *SPRCKT/SHFT-DRVN-36Tx11	Ford																no notes available yet				600	Call for inventory	14
86A706GC	Transmission Part	Sprocket / Gear	AX4N *SPRCKT/SHFT-DRVN-38Tx4 5	Ford																no notes available yet				600	Call for inventory	16
86A706GD	Transmission Part	Sprocket / Gear	AX4N *SPRCKT/SHFT-DRVN-38Tx4 3	Ford																no notes available yet				600	Call for inventory	16
86A706HA	Transmission Part	Sprocket / Gear	AXODE+*SPROCKET-DRVN 39T w/o lines`95+	Ford															AXODE	no notes available yet				600	Call for inventory	16
86A706HB	Transmission Part	Sprocket / Gear	AXODE+*SPROCKET-DRVN 39T	Ford															AXODE	no notes available yet				600	Call for inventory	16
86A706HC	Transmission Part	Sprocket / Gear	AXODE+*SPROCKET-DRVN 39T 3 LINES `95+	Ford															AXODE	no notes available yet				600	Call for inventory	16
