Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CID	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
36A678JE	Transmission Part	Shaft	"2WD 20.0"""" 7T CUP"	Ford															E4OD					600	Call for inventory	28
36A678JG	Transmission Part	Shaft	"2WD 20.0"""" 8T BUSHING"	Ford															E4OD					600	Call for inventory	28
36A678JH	Transmission Part	Shaft	"2WD 20.0"""" SENSOR"	Ford															4R100					600	Call for inventory	30
36A678JJ	Transmission Part	Shaft	"2WD 20.0"""" 8T CUP"	Ford															E4OD					600	Call for inventory	28
36A678JM	Transmission Part	Shaft	"2WD 20.0"""" 8T BEARING"	Ford															E4OD					600	Call for inventory	28
36A680	Transmission Part	Governors	GAS	Ford															C6					600	Call for inventory	14
36A680A	Transmission Part	Governors	GAS	Ford															C6					600	Call for inventory	14
36A680BA	Transmission Part	Governors	DIESEL	Ford															C6					600	Call for inventory	14
36A685				Ford															C6					600	Call for inventory	12
36A690A			WASHER TYPE	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	12
36A690T71			"14T X .880"""""	Ford															C6					600	Call for inventory	12
36A690T72			"14T X .855"""""	Ford															C6					600	Call for inventory	14
36A690T72R			BEARING TYPE	Ford															4R100					600	Call for inventory	14
36A690T73			"12T X .855""""#"	Ford															C6					600	Call for inventory	12
36A697			REAR	Ford															C6					600	Call for inventory	12
36A740A	Transmission Part	Valve Body	VALVE BODY-	Ford															C6					600	Call for inventory	25
36A740B	Transmission Part	Valve Body	GAS	Ford															C6					600	Call for inventory	25
36A740BD	Transmission Part	Valve Body	DIESEL	Ford															C6					600	Call for inventory	30
36A740C	Transmission Part	Valve Body	E9DP	Ford															E4OD					600	Call for inventory	40
36A740D	Transmission Part	Valve Body	F0TP	Ford															E4OD					600	Call for inventory	40
36A740DB	Transmission Part	Valve Body	F6TP	Ford															E4OD					600	Call for inventory	50
36A740DC	Transmission Part	Valve Body	F81P	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	50
36A742			E9	Ford															E4OD					600	Call for inventory	20
36A742A			E	Ford															E4OD					600	Call for inventory	20
36A742B			F5TP	Ford															E4OD					600	Call for inventory	25
36A742C			F6TP	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	25
36A760BB	Transmission Part	Case	7.5L (460 CID) BIG BELL	Ford															C6					600	Call for inventory	100
36A760C	Transmission Part	Case	DIESEL	Ford															C6					600	Call for inventory	125
36A760CB	Transmission Part	Case	SMALL BLOCK (6 CYL.TO 400)	Ford															C6					600	Call for inventory	90
36A760DA	Transmission Part	Case	7.5L BIG BELL #F0TP	Ford															E4OD					600	Call for inventory	250
36A760DAP	Transmission Part	Case	BIG BELL- PTO #F0TP 7.5L	Ford															E4OD					600	Call for inventory	275
36A760EA	Transmission Part	Case	SMALL BELL #F0TP	Ford															E4OD					600	Call for inventory	150
36A760EB				Ford													F75P							600		
36A760EC	Transmission Part	Case	SMALL BELL #F81P	Ford															4R100					600	Call for inventory	175
36A760ECP	Transmission Part	Case	SMALL BELL- PTO #F81P	Ford															4R100					600	Call for inventory	200
36A760GA	Transmission Part	Case	DIESEL 7.3L #F0TP	Ford															E4OD					600	Call for inventory	350
36A760GAP	Transmission Part	Case	DIESEL W/ PTO #F0TP 7.3L	Ford															E4OD					600	Call for inventory	400
36A760GB	Transmission Part	Case	DIESEL 7.3L #E9TP O	Ford															E4OD					600	Call for inventory	325
36A760GC	Transmission Part	Case	DIESEL 2WD- F81P	Ford															4R100					600	Call for inventory	500
36A760GCA	Transmission Part	Case	DIESEL 4WD- F81P	Ford															4R100					600	Call for inventory	500
36A760GCAP	Transmission Part	Case	DIESEL W/ PTO #F81P 7.3L	Ford															4R100					600	Call for inventory	550
36A760GD	Transmission Part	Case	#F7UP	Ford															E4OD					600	Call for inventory	450
36A765			2WD	Ford															C6					600	Call for inventory	5
36A765A			4X4	Ford															C6					600	Call for inventory	5
36A770			2WD	Ford															C6					600	Call for inventory	5
36A770A			4WD CAST IRON 8 3	Ford															C6					600	Call for inventory	5
36A770B			4WD -ALUMINUM	Ford															C6					600	Call for inventory	5
36A770D			2WD #F2 F	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	22
36A770EA			4WD	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	22
36A905B			"CODE """"R"""""	Ford															C6					600	Call for inventory	5
36A909			CODE L	Ford															C6					600	Call for inventory	10
36A909A			#N	Ford															C6					600	Call for inventory	10
36A909B			CODE P	Ford															C6					600	Call for inventory	10
36A909C			CODE S	Ford															C6					600	Call for inventory	10
36A909D			#D	Ford															C6					600	Call for inventory	10
36A961			LIP SEAL	Ford															E4OD					600	Call for inventory	10
36A961A			MOLDED TYPE	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	10
36A962				Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	10
36A966C			#E9 18 SPRING	Ford															E4OD					600	Call for inventory	10
36A966CA			#F6 23 SPRING	Ford															"4R100, E4OD, E4OD+"					600	Call for inventory	10
36A976A			NO LIP	Ford															C6					600	Call for inventory	5
36A976B			3.0 LIP	Ford															"C6, C6+, E4OD"					600	Call for inventory	5
36A976C			23 SPRING	Ford															4R100					600	Call for inventory	10
36SC6A			PUMP THRU TAIL HARD PARTS	Ford															C6	no notes available yet				600	Call for inventory	80
38A500A	Transmission Part	Pump	ECAT *PUMP	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	50
38A550A	Transmission Part	Drum	ECAT *DRUM-3>4 38 HOLES OUTSIDE	"Ford, Mazda"															F4EAT				STEEL	600	Call for inventory	
38A550B	Transmission Part	Drum	ECAT *DRUM-3>4 57 HOLES SMOOTH OUTSIDE	"Ford, Mazda"															F4EAT	BAND			STEEL	600	Call for inventory	
38A550C	Transmission Part	Drum	ECAT *DRUM-3>4 57 HOLES OUTSIDE	"Ford, Mazda"															F4EAT				STEEL	600	Call for inventory	
38A556A	Transmission Part	Drum	ECAT *DRUM-REVERSE/FORWARD	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	1
38A558A	Transmission Part	Drum	ECAT *DRUM-SUN(BAND)	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	1
38A559A	Transmission Part	Drum	ECAT *DRUM-COAST	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	1
38A584A	Transmission Part	Planetary	ECAT *PLANET	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	1
38A614A	Transmission Part	Sungear	ECAT *SUN GEAR	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	1
38A715AA	Transmission Part	Differentials	ECAT *F.D.ASS'Y-71T w/1 GROOVE	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	25
38A735KAA			ECAT *COVER-IDLER GR-40Tx19T	Ford															F4EAT	no notes available yet				600	Call for inventory	1
38A740AA	Transmission Part	Valve Body	"F4EAT VALVE BODY-4SOL.,NO TUBE"	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	40
38A740BA	Transmission Part	Valve Body	"F4EAT V/BODY-4SOL.,WITH TUBE"	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	40
38A740CA	Transmission Part	Valve Body	"F4EAT V/BODY-5 SOL.,NO TUBE"	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	50
38A740DA	Transmission Part	Valve Body	"F4EAT V/BODY-5 SOL.,WITH TUBE"	"Ford, Mazda"															F4EAT	no notes available yet				600	Call for inventory	50
42A010L																								600		
42A300LF																								600		
42A310M																								600		
42A311A																								600		
42A622B	Transmission Part	Sun Shell	"KM171*SHELL-SUN 6.0""""D,.4""""L(X8)"	Mitsubishi															KM171	no notes available yet				600	Call for inventory	1
42A622C	Transmission Part	Sun Shell	"KM172*SHELL-SUN 6.0""""D,.4""""L(X8)"	Mitsubishi															KM172	no notes available yet				600	Call for inventory	1
42A622E	Transmission Part	Sun Shell	"KM177*SHELL-SUN 6.0""""D,.7""""L(X12"	Mitsubishi															KM173	no notes available yet				600	Call for inventory	1
42A622EAR																								600		
42A622H	Transmission Part	Sun Shell	"KM171*SHELL-SUN 6.0""""D,.4""""L(X12"	Mitsubishi															KM171	no notes available yet				600	Call for inventory	1
42A622M	Transmission Part	Sun Shell	"F4A33*SHELL-SUN 6.4""""D,.4""""L(X12"	Mitsubishi															F4A33	no notes available yet				600	Call for inventory	1
42B500A				Mitsubishi																				600		
42B500C				Mitsubishi																				600		
42B500E				Mitsubishi																				600		
42B500G				Mitsubishi																				600		
42B500V				Mitsubishi																				600		
42B583A				Mitsubishi																				600		
42B583C				Mitsubishi																				600		
42B583E	Transmission Part	Planetary	KM175*PLANET SET-	Mitsubishi															KM175	no notes available yet				600	Call for inventory	45
42B583G				Mitsubishi																				600		
42B583I				Mitsubishi																				600		
42B583K				Mitsubishi																				600		
44A022T10			BAND-INTERMEDIATE OVER RU	GM															350	no notes available yet				600	Call for inventory	12
44A022T11			250)BAND-INTERMEDIATE	GM															250	no notes available yet				600	Call for inventory	12
44A251			WASHER-R.PLANET>SUPPORT	GM															350	no notes available yet				600	Call for inventory	1
44A500	Transmission Part	Pump	PUMP -NON L/U WASHER TYP	GM															350	no notes available yet				600	Call for inventory	22
44A500A	Transmission Part	Pump	PUMP -NON L/U BEARING TY	GM															350	no notes available yet				600	Call for inventory	22
44A500C	Transmission Part	Pump	PUMP -LOCK UP (TH350C)	GM															350	no notes available yet				600	Call for inventory	18
44A500E	Transmission Part	Pump	250)PUMP -LOCK UP (TH250C)	GM															250	no notes available yet				600	Call for inventory	18
44A500P1	Transmission Part	Pump	PUMP & 2 DRUM SETS NON L/	GM															350	no notes available yet				600	Call for inventory	8
44A500P3	Transmission Part	Pump	"L/U PUMP,FOR.&DIR.DRUM,&S"	GM															350	no notes available yet				600	Call for inventory	32
44A500T04	Transmission Part	Pump	250)PUMP -NON L/U (TH250)	GM															250	no notes available yet				600	Call for inventory	18
44A500V1			NON L/U PUMPS-VARIOUS (TH	GM															350	no notes available yet				600	Call for inventory	22
44A554	Transmission Part	Drum	DRUM/SHFT-FRWRD/INPUT-NON	GM															350	no notes available yet				600	Call for inventory	18
44A554T02B	Transmission Part	Drum	DRUM/SHAFT-FORWARD/INPUT-	GM															350	no notes available yet				600	Call for inventory	16
44A555	Transmission Part	Drum	DRUM-DIRECT(W/ SPRAG)WAS	GM															350	no notes available yet				600	Call for inventory	14
44A555A	Transmission Part	Drum	250 )DRUM-DIRECT(NO SPRAG)	GM															250	no notes available yet				600	Call for inventory	14
44A555B	Transmission Part	Drum	DRUM-DIRECT(W/ SPRAG)BEA	GM															350	no notes available yet				600	Call for inventory	14
44A555BR																								600		
44A582	Transmission Part	Planetary	PLANET-FRONT-THRST.WSHR.T	GM															350	no notes available yet				600	Call for inventory	16
44A582A	Transmission Part	Planetary	PLANETARY-FRONT-BEARING T	GM															350	no notes available yet				600	Call for inventory	18
44A584	Transmission Part	Planetary	PLANET-LOW & REVERSE/REAC	GM															350	no notes available yet				600	Call for inventory	18
44A592	Transmission Part	Ring Gear	RING GR.-INPUT-THRST.WSHR	GM															350	no notes available yet				600	Call for inventory	12
44A592A	Transmission Part	Ring Gear	RING GR.-INPUT-BEARING TY	GM															350	no notes available yet				600	Call for inventory	12
44A592B				GM																				600		
44A594	Transmission Part	Shaft	RING GR.-LOW & REVERSE	GM															350	no notes available yet				600	Call for inventory	12
44A594A	Transmission Part	Ring Gear	RING GR.-LOW & REVERSEw/B	GM															350	no notes available yet				600	Call for inventory	12
44A594AT66	Transmission Part	Ring Gear	RING GEAR-REAR-BRG.W/REM	GM															350	no notes available yet				600	Call for inventory	12
44A594T65	Transmission Part	Ring Gear	RING GEAR-REAR WSH.W/REM	GM															350	no notes available yet				600	Call for inventory	12
44A622A	Transmission Part	Sun Shell	SUN GEAR & SHELL	GM															350	no notes available yet				600	Call for inventory	14
44A631	Transmission Part	Center Support	RACE/SUPPORT-LOW RLR.CL-O	GM															350	no notes available yet				600	Call for inventory	12
44A664			RACE-ROLLER CL./1WAY INNE	GM															350	no notes available yet				600	Call for inventory	12
44A670			SHAFT-INPUT (NON L/U)	GM															350	no notes available yet				600	Call for inventory	10
44A670C			SHAFT-INPUT LOCK UP TYPE	GM															350	no notes available yet				600	Call for inventory	8
44A678C			"SHAFT-OUTPUT 9"""" 4WD"	GM															350	no notes available yet				600	Call for inventory	12
44A678T32			"SHAFT-OUTPUT 14"""" 4WD"	GM															350	no notes available yet				600	Call for inventory	12
44A678T33			"SHAFT-OUTPUT 15"""" 2WD"	GM															350	no notes available yet				600	Call for inventory	12
44A678T34			"SHAFT-OUTPUT 18"""" 2WD"	GM															350	no notes available yet				600	Call for inventory	12
44A678T35			"SHAFT-OUTPUT 22"""" 2WD"	GM															350	no notes available yet				600	Call for inventory	12
44A680	Transmission Part	Governors	G350+)GOVERNOR '64+86	GM														3	350					600	Call for inventory	5
44A740	Transmission Part	Valve Body	VALVE BODY-TH350 NON L/U	GM															350	no notes available yet				600	Call for inventory	3
44A740A	Transmission Part	Valve Body		GM	V8																			600		
44A740T02			VALVE BODY-TH250 NON L/U	GM															350	no notes available yet				600	Call for inventory	16
44A740T03	Transmission Part	Valve Body	VALVE BODY-TH350/C L/U	GM															350	no notes available yet				600	Call for inventory	14
44A740T04			VALVE BODY-TH250/C L/U	GM															350	no notes available yet				600	Call for inventory	10
44A760C4A	Transmission Part	Case	CASE-CHEVY-4BOLT COVER	GM															350	no notes available yet				600	Call for inventory	1
44A760C6A	Transmission Part	Case	350 *CASE-CHEVY-6BOLT COVER H/D `68+	"GM, Chevrolet"														3	350					600	Call for inventory	75
44A760CND	Transmission Part	Case	CASE-CHEVY-H/D -NO CVR.H	GM															350	no notes available yet				600	Call for inventory	1
44A765			PAN-	GM															350	no notes available yet				600	Call for inventory	1
44A770			"TAIL HSNG.-GM 6""""w/BIG SPE"	GM															350	no notes available yet				600	Call for inventory	10
44A770A			"TAIL HOUSING-6"""" W/SMALL S"	GM															350	no notes available yet				600	Call for inventory	4
44A770B			"TAIL HSNG-6"""" W/3 BOSSES"	GM															350	no notes available yet				600	Call for inventory	10
44A770C			"TAIL HOUSING-MEDIUM,9"""""	GM															350	no notes available yet				600	Call for inventory	10
44A770D			"TAIL HSNG-12 1/4""""W/2""""SPE"	GM															350	no notes available yet				600	Call for inventory	14
44A770E			"TAIL HSNG-12 1/4""""W/ 7/8"""""	GM															350	no notes available yet				600	Call for inventory	14
44A848DD			SPEEDO 23T	GM															350	no notes available yet				600	Call for inventory	25
44A932			PISTON-V/B ACCUM.	GM															350	no notes available yet				600	Call for inventory	6
44A966			PISTON-LOW & REVERSE	GM															350	no notes available yet				600	Call for inventory	6
44A972			RET.W/SPRINGS-INTERM.CLUT	GM															350	no notes available yet				600	Call for inventory	1
44A974			350+)RET.W/SPRINGS-FORWARD CLU	GM															350	no notes available yet				600	Call for inventory	1
44A975			350+)RET.W/SPRINGS-DIRECT CLUT	GM															350	no notes available yet				600	Call for inventory	1
44A977			350+)RET.W/SPRINGS-LO/REV.CLUT	GM															350	no notes available yet				600	Call for inventory	1
46A022A			55N *BAND-INTERM.&O/D BANDS	Ford															5R55N	no notes available yet				600	Call for inventory	12
46A022B			55S/W*BAND-INTERM.&O/D BANDS	Ford															5R55S	no notes available yet				600	Call for inventory	12
46A024A			55N+ *BAND-LOW & REVERSE(REAR)	Ford															5R55N	no notes available yet				600	Call for inventory	12
46A214A			"55N+ *ADAPTER-O/D SUN>DRUM,SML"	Ford															5R55N	no notes available yet				600	Call for inventory	1
